数据点,cx,cy,象限,FPGA(KF)计算角度(°),MATLAB计算角度(°)
      16399, 15524, 12271,2,245.335513,245.629266
      16400, 15547, 12251,2,245.622272,245.930013
      16401, 15568, 12237,2,245.916025,246.209777
      16402, 15587, 12224,2,246.202783,246.475554
      16403, 15612, 12210,2,246.482548,246.776301
      16404, 15667, 12261,2,246.769307,247.077048
      16405, 15675, 12223,2,247.070053,247.356812
      16406, 15693, 12202,2,247.356812,247.636577
      16407, 15715, 12183,2,247.636577,247.930329
      16408, 15733, 12171,2,247.923335,248.203100
      16409, 15757, 12160,2,248.196106,248.475870
      16410, 15784, 12149,2,248.468876,248.776617
      16411, 15823, 12197,2,248.769623,249.028405
      16412, 15842, 12161,2,249.035399,249.322158
      16413, 15867, 12140,2,249.308170,249.615911
      16414, 15881, 12120,2,249.622905,249.902669
      16415, 15901, 12106,2,249.902669,250.168446
      16416, 15932, 12097,2,250.168446,250.469193
      16417, 15959, 12087,2,250.469193,250.769940
      16418, 16016, 12150,2,250.769940,251.091669
      16419, 16017, 12104,2,251.098663,251.371433
      16420, 16031, 12079,2,251.371433,251.640707
      16421, 16056, 12064,2,251.633713,251.913477
      16422, 16072, 12049,2,251.920471,252.179253
      16423, 16098, 12042,2,252.179253,252.452024
      16424, 16123, 12030,2,252.438036,252.731788
      16425, 16170, 12109,2,252.731788,252.990571
      16426, 16184, 12062,2,252.983577,253.263341
      16427, 16200, 12036,2,253.256347,253.536112
      16428, 16223, 12021,2,253.522123,253.808882
      16429, 16247, 12001,2,253.801888,254.102635
      16430, 16269, 11985,2,254.095641,254.389393
      16431, 16292, 11976,2,254.368411,254.676152
      16432, 16319, 11975,2,254.655170,254.948923
      16433, 16360, 12021,2,254.927940,255.235681
      16434, 16375, 11992,2,255.228687,255.508452
      16435, 16396, 11971,2,255.501458,255.788216
      16436, 16422, 11958,2,255.774228,256.067981
      16437, 16445, 11951,2,256.060987,256.347745
      16438, 16462, 11941,2,256.340751,256.606527
      16439, 16493, 11934,2,256.599533,256.886292
      16440, 16532, 11987,2,256.872304,257.159062
      16441, 16553, 11957,2,257.166057,257.459809
      16442, 16573, 11934,2,257.459809,257.732580
      16443, 16590, 11919,2,257.732580,257.991362
      16444, 16612, 11908,2,258.005350,258.264132
      16445, 16630, 11904,2,258.264132,258.498435
      16446, 16662, 11897,2,258.491441,258.778200
      16447, 16704, 11956,2,258.771206,259.064958
      16448, 16720, 11921,2,259.057964,259.344723
      16449, 16745, 11901,2,259.344723,259.624488
      16450, 16775, 11886,2,259.638476,259.932229
      16451, 16796, 11875,2,259.946217,260.225981
      16452, 16818, 11871,2,260.239970,260.505746
      16453, 16842, 11862,2,260.512740,260.792505
      16454, 16877, 11919,2,260.785510,261.065275
      16455, 16897, 11894,2,261.065275,261.331051
      16456, 16915, 11877,2,261.338045,261.603822
      16457, 16940, 11865,2,261.596828,261.862604
      16458, 16967, 11853,2,261.848616,262.142368
      16459, 16991, 11843,2,262.135374,262.415139
      16460, 17012, 11841,2,262.408145,262.687909
      16461, 17060, 11920,2,262.666927,262.995650
      16462, 17068, 11883,2,262.988656,263.254433
      16463, 17090, 11859,2,263.240444,263.513215
      16464, 17112, 11842,2,263.499227,263.771997
      16465, 17130, 11832,2,263.758009,264.009797
      16466, 17155, 11829,2,264.002803,264.261585
      16467, 17182, 11826,2,264.247597,264.527361
      16468, 17199, 11847,2,264.520367,264.765161
      16469, 17238, 11875,2,264.744179,265.037932
      16470, 17260, 11848,2,265.023943,265.310702
      16471, 17281, 11832,2,265.310702,265.590467
      16472, 17306, 11820,2,265.576478,265.849249
      16473, 17331, 11820,2,265.842255,266.122019
      16474, 17350, 11815,2,266.122019,266.380801
      16475, 17383, 11812,2,266.373807,266.667560
      16476, 17413, 11868,2,266.660566,266.954319
      16477, 17439, 11836,2,266.947325,267.248071
      16478, 17455, 11826,2,267.241077,267.506854
      16479, 17481, 11817,2,267.499860,267.779624
      16480, 17506, 11813,2,267.765636,268.052395
      16481, 17536, 11811,2,268.038406,268.339153
      16482, 17556, 11807,2,268.325165,268.597935
      16483, 17575, 11872,2,268.597935,268.849724
      16484, 17607, 11838,2,268.835735,269.122494
      16485, 17632, 11820,2,269.122494,269.388270
      16486, 17654, 11813,2,269.388270,269.668035
      16487, 17680, 11810,2,269.654047,269.940805
      16488, 17701, 11795,2,269.926817,270.202829
      16489, 17725, 11810,3,270.195835,270.454617
      16490, 17753, 11875,3,270.440629,270.734382
      16491, 17777, 11850,3,270.720394,270.993164
      16492, 17797, 11829,3,270.993164,271.251946
      16493, 17827, 11820,3,271.244952,271.531711
      16494, 17851, 11815,3,271.531711,271.804481
      16495, 17879, 11816,3,271.804481,272.070258
      16496, 17901, 11813,3,272.084246,272.343028
      16497, 17922, 11896,3,272.343028,272.622793
      16498, 17947, 11865,3,272.622793,272.881575
      16499, 17979, 11841,3,272.881575,273.175328
      16500, 18000, 11836,3,273.168334,273.448098
      16501, 18030, 11825,3,273.448098,273.734857
      16502, 18050, 11827,3,273.734857,273.993639
      16503, 18073, 11824,3,273.993639,274.266409
      16504, 18099, 11913,3,274.252421,274.553168
      16505, 18119, 11879,3,274.546174,274.811950
      16506, 18151, 11855,3,274.804956,275.091715
      16507, 18172, 11847,3,275.091715,275.357491
      16508, 18200, 11845,3,275.343503,275.623267
      16509, 18220, 11845,3,275.623267,275.882050
      16510, 18249, 11844,3,275.882050,276.161814
      16511, 18270, 11843,3,276.154820,276.420596
      16512, 18287, 11905,3,276.406608,276.679379
      16513, 18315, 11881,3,276.672384,276.952149
      16514, 18346, 11868,3,276.931167,277.224919
      16515, 18365, 11864,3,277.210931,277.483702
      16516, 18391, 11867,3,277.469713,277.742484
      16517, 18420, 11870,3,277.735490,278.029243
      16518, 18445, 11864,3,278.015254,278.295019
      16519, 18459, 11934,3,278.295019,278.574783
      16520, 18487, 11910,3,278.567789,278.847554
      16521, 18506, 11897,3,278.840560,279.092348
      16522, 18538, 11902,3,279.085354,279.372112
      16523, 18565, 11892,3,279.358124,279.637889
      16524, 18592, 11902,3,279.637889,279.931641
      16525, 18621, 11900,3,279.931641,280.225394
      16526, 18630, 11976,3,280.225394,280.519147
      16527, 18664, 11952,3,280.505159,280.805906
      16528, 18685, 11939,3,280.805906,281.071682
      16529, 18710, 11934,3,281.071682,281.330464
      16530, 18735, 11927,3,281.330464,281.585749
      16531, 18757, 11932,3,281.585749,281.844532
      16532, 18784, 11940,3,281.830543,282.110308
      16533, 18795, 12018,3,282.110308,282.404061
      16534, 18828, 11988,3,282.390072,282.683825
      16535, 18860, 11977,3,282.676831,282.970584
      16536, 18884, 11973,3,282.970584,283.257343
      16537, 18902, 11968,3,283.250348,283.502137
      16538, 18934, 11975,3,283.502137,283.781901
      16539, 18950, 11981,3,283.781901,284.040683
      16540, 18988, 12071,3,284.033689,284.425360
      16541, 18993, 12042,3,284.425360,284.684142
      16542, 19022, 12024,3,284.670154,284.942924
      16543, 19044, 12016,3,284.928936,285.180724
      16544, 19067, 12020,3,285.166736,285.418524
      16545, 19101, 12020,3,285.404535,285.691294
      16546, 19127, 12024,3,285.691294,285.985047
      16547, 19147, 12019,3,285.971059,286.229841
      16548, 19159, 12079,3,286.222847,286.509605
      16549, 19187, 12080,3,286.495617,286.789370
      16550, 19210, 12068,3,286.782376,287.048152
      16551, 19238, 12072,3,287.034164,287.320923
      16552, 19260, 12071,3,287.306934,287.586699
      16553, 19277, 12077,3,287.565717,287.824499
      16554, 19308, 12071,3,287.796522,288.083281
      16555, 19312, 12143,3,288.062299,288.342063
      16556, 19344, 12134,3,288.342063,288.625325
      16557, 19368, 12119,3,288.618331,288.884107
      16558, 19403, 12119,3,288.870119,289.163872
      16559, 19424, 12128,3,289.149883,289.443636
      16560, 19448, 12119,3,289.429648,289.695424
      16561, 19476, 12142,3,289.688430,289.982183
      16562, 19475, 12211,3,289.982183,290.275936
      16563, 19507, 12191,3,290.275936,290.555700
      16564, 19543, 12196,3,290.555700,290.870435
      16565, 19565, 12189,3,290.870435,291.150200
      16566, 19591, 12190,3,291.150200,291.422970
      16567, 19620, 12200,3,291.429964,291.723717
      16568, 19643, 12207,3,291.716723,292.010476
      16569, 19636, 12289,3,292.003482,292.297235
      16570, 19671, 12267,3,292.297235,292.576999
      16571, 19698, 12255,3,292.576999,292.835781
      16572, 19731, 12251,3,292.835781,293.115546
      16573, 19758, 12258,3,293.115546,293.409299
      16574, 19786, 12261,3,293.402304,293.696057
      16575, 19803, 12281,3,293.689063,293.975822
      16576, 19789, 12366,3,293.975822,294.255586
      16577, 19833, 12344,3,294.255586,294.556333
      16578, 19869, 12329,3,294.542345,294.850086
      16579, 19897, 12329,3,294.850086,295.150833
      16580, 19917, 12342,3,295.143839,295.427100
      16581, 19937, 12345,3,295.420106,295.678888
      16582, 19969, 12354,3,295.671894,295.972641
      16583, 19990, 12362,3,295.965647,296.252406
      16584, 19994, 12423,3,296.245412,296.560147
      16585, 20020, 12413,3,296.553153,296.825923
      16586, 20056, 12411,3,296.825923,297.119676
      16587, 20079, 12416,3,297.119676,297.406435
      16588, 20104, 12426,3,297.399440,297.686199
      16589, 20128, 12439,3,297.686199,297.986946
      16590, 20145, 12440,3,297.979952,298.245728
      16591, 20143, 12513,3,298.231740,298.532487
      16592, 20180, 12499,3,298.518499,298.833234
      16593, 20212, 12500,3,298.819246,299.126987
      16594, 20233, 12501,3,299.119992,299.392763
      16595, 20268, 12512,3,299.385769,299.707498
      16596, 20282, 12525,3,299.700504,299.994257
      16597, 20306, 12535,3,299.980268,300.267027
      16598, 20289, 12600,3,300.267027,300.532803
      16599, 20331, 12590,3,300.525809,300.826556
      16600, 20356, 12590,3,300.812568,301.092332
      16601, 20391, 12597,3,301.085338,301.393079
      16602, 20421, 12602,3,301.386085,301.700820
      16603, 20442, 12613,3,301.693826,302.001567
      16604, 20463, 12632,3,301.994573,302.302314
      16605, 20441, 12703,3,302.295320,302.575085
      16606, 20483, 12689,3,302.568090,302.868837
      16607, 20511, 12688,3,302.861843,303.141608
      16608, 20545, 12693,3,303.134614,303.442355
      16609, 20571, 12702,3,303.442355,303.743102
      16610, 20596, 12719,3,303.736107,304.050843
      16611, 20619, 12727,3,304.043848,304.351589
      16612, 20592, 12809,3,304.344595,304.652336
      16613, 20640, 12800,3,304.645342,304.974066
      16614, 20674, 12793,3,304.974066,305.281807
      16615, 20706, 12799,3,305.274812,305.596542
      16616, 20723, 12811,3,305.589548,305.883300
      16617, 20744, 12818,3,305.883300,306.156071
      16618, 20774, 12831,3,306.149077,306.449824
      16619, 20794, 12870,3,306.442829,306.799529
      16620, 20780, 12910,3,306.792535,307.093282
      16621, 20814, 12903,3,307.086288,307.366052
      16622, 20849, 12910,3,307.352064,307.673794
      16623, 20875, 12914,3,307.666799,307.953558
      16624, 20897, 12931,3,307.946564,308.247311
      16625, 20921, 12944,3,308.240317,308.548058
      16626, 20936, 12961,3,308.541064,308.827822
      16627, 20925, 13022,3,308.820828,309.135563
      16628, 20957, 13009,3,309.121575,309.394345
      16629, 20988, 13023,3,309.387351,309.684601
      16630, 21009, 13032,3,309.684601,309.971360
      16631, 21047, 13039,3,309.964366,310.272107
      16632, 21062, 13052,3,310.279101,310.558865
      16633, 21077, 13076,3,310.551871,310.852618
      16634, 21059, 13143,3,310.852618,311.167353
      16635, 21098, 13129,3,311.160359,311.440124
      16636, 21135, 13140,3,311.440124,311.768847
      16637, 21154, 13152,3,311.761853,312.069594
      16638, 21180, 13162,3,312.069594,312.370341
      16639, 21197, 13176,3,312.363347,312.650105
      16640, 21225, 13192,3,312.643111,312.957846
      16641, 21185, 13264,3,312.943858,313.230617
      16642, 21222, 13256,3,313.230617,313.503387
      16643, 21266, 13259,3,313.503387,313.811128
      16644, 21297, 13269,3,313.804134,314.125863
      16645, 21321, 13292,3,314.118869,314.454587
      16646, 21334, 13303,3,314.447593,314.755334
      16647, 21357, 13316,3,314.741345,315.031601
      16648, 21315, 13387,3,315.031601,315.304372
      16649, 21364, 13386,3,315.297377,315.619107
      16650, 21398, 13394,3,315.619107,315.933842
      16651, 21427, 13398,3,315.933842,316.241583
      16652, 21454, 13412,3,316.234589,316.549324
      16653, 21469, 13431,3,316.535336,316.843077
      16654, 21495, 13446,3,316.829088,317.150818
      16655, 21508, 13530,3,317.136829,317.619423
      16656, 21493, 13524,3,317.619423,317.892194
      16657, 21529, 13524,3,317.885200,318.164964
      16658, 21554, 13540,3,318.150976,318.458717
      16659, 21579, 13548,3,318.444729,318.724493
      16660, 21606, 13566,3,318.717499,319.032234
      16661, 21614, 13587,3,319.025240,319.305005
      16662, 21639, 13599,3,319.291016,319.591763
      16663, 21616, 13654,3,319.577775,319.878522
      16664, 21655, 13665,3,319.871528,320.200251
      16665, 21678, 13683,3,320.186263,320.518483
      16666, 21704, 13690,3,320.518483,320.812236
      16667, 21728, 13711,3,320.812236,321.133965
      16668, 21745, 13722,3,321.133965,321.413730
      16669, 21766, 13755,3,321.413730,321.749447
      16670, 21726, 13804,3,321.749447,322.043200
      16671, 21776, 13809,3,322.036206,322.357935
      16672, 21797, 13813,3,322.357935,322.637700
      16673, 21832, 13842,3,322.623712,322.980411
      16674, 21852, 13851,3,322.980411,323.288152
      16675, 21866, 13872,3,323.274164,323.588899
      16676, 21878, 13893,3,323.574911,323.882652
      16677, 21832, 13953,3,323.875658,324.162417
      16678, 21887, 13950,3,324.162417,324.463163
      16679, 21914, 13973,3,324.456169,324.798881
      16680, 21949, 13987,3,324.777899,325.127604
      16681, 21961, 14001,3,325.127604,325.428351
      16682, 21977, 14025,3,325.421357,325.743086
      16683, 21995, 14040,3,325.736092,326.029845
      16684, 21942, 14103,3,326.015857,326.316604
      16685, 21985, 14107,3,326.309609,326.610356
      16686, 22026, 14113,3,326.610356,326.911103
      16687, 22055, 14129,3,326.904109,327.218844
      16688, 22068, 14155,3,327.204856,327.526585
      16689, 22092, 14173,3,327.526585,327.855309
      16690, 22114, 14200,3,327.834326,328.191026
      16691, 22125, 14269,3,328.177038,328.659632
      16692, 22091, 14264,3,328.659632,328.911420
      16693, 22131, 14278,3,328.904426,329.198178
      16694, 22155, 14293,3,329.198178,329.491931
      16695, 22173, 14313,3,329.477943,329.771696
      16696, 22196, 14327,3,329.757708,330.058454
      16697, 22212, 14360,3,330.044466,330.373190
      16698, 22223, 14378,3,330.359201,330.666942
      16699, 22195, 14430,3,330.659948,331.002660
      16700, 22223, 14446,3,330.995666,331.310401
      16701, 22249, 14467,3,331.303407,331.646118
      16702, 22275, 14474,3,331.639124,331.946865
      16703, 22294, 14499,3,331.932877,332.254606
      16704, 22315, 14521,3,332.240618,332.583329
      16705, 22318, 14539,3,332.569341,332.863094
      16706, 22280, 14592,3,332.856100,333.156847
      16707, 22318, 14609,3,333.156847,333.492564
      16708, 22350, 14622,3,333.471582,333.793311
      16709, 22360, 14644,3,333.793311,334.108046
      16710, 22384, 14674,3,334.094058,334.443764
      16711, 22397, 14685,3,334.443764,334.734019
      16712, 22416, 14713,3,334.720031,335.062743
      16713, 22359, 14763,3,335.048755,335.356496
      16714, 22405, 14782,3,335.356496,335.692213
      16715, 22428, 14788,3,335.692213,335.978972
      16716, 22452, 14810,3,335.971978,336.279719
      16717, 22465, 14836,3,336.279719,336.594454
      16718, 22481, 14866,3,336.580465,336.923177
      16719, 22491, 14883,3,336.916183,337.230918
      16720, 22430, 14939,3,337.223924,337.538659
      16721, 22471, 14944,3,337.531665,337.825418
